# Wanna drop some funky stats & graphs? Go to 'www.stratoflights.com/auswertung' 

LOGGER_INFO_BEGIN
{logger_info:{id:3,id_str:'STRATO4 Version 1.0',serial:'',hw_platform:{name:'stratologx-stm32l0',mcu:'ST STM32L072RZT6',vs_major:'1',vs_minor:'0'},sw_version:{major:'1',minor:'0',patch:'0',bt_time:'14:55:14',bt_date:'Jul 16 2021'}}}
LOGGER_INFO_END
CSV_DATA_SECTION_BEGIN
Uptime [s];GNSS: PPS Timestamp [s];GNSS: UTC date time (ISO 8601);GNSS: Fix type (0=no fix, others=fix);GNSS: Latitude [degrees];GNSS: Longitude [degrees];GNSS: Positional dilution of precision;GNSS: Altitude [m] (above Mean Sea Level);GNSS: Ground speed [km/h];GNSS: Satellites in view;GNSS: Altitude [m] (above ellipsoid);Temperature: Board [degC];Temperature: Ext LM75 1 [degC];Temperature: Ext MS8607 1 [degC];Pressure: Ext MS8607 [hPa];Humidity: Ext MS8607 [%];Light Intensity: Clear [lx];Light Intensity: Red [lx];Light Intensity: Green [lx];Light Intensity: Blue [lx];Light Intensity: Infrared [lx];Light Intensity: UVA index [];Volt: Supply Voltage [V];Volt: 3.3V board voltage [V];Volt: Vin1 voltage [V];Volt: Vin2 voltage [V];Volt: Vin3 voltage [V];IO: In 1 State;IO: In 1 Timestamp [s];IO: In 2 State;IO: In 2 Timestamp [s];IO: Out 1 State;IO: Out 1 Timestamp [s];IO: Out 2 State;IO: Out 2 Timestamp [s]
13605.327;11901.897;2021-08-25T10:57:15.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;21.8;23.5;23.2;998.0;45.53;10915;8848;5899;14942;12583;0.01;8.50;3.39;0.007;0.009;0.014;1;0.000;1;0.000;0;0.002;0;0.002
13607.328;11901.897;2021-08-25T10:57:17.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;21.9;23.5;23.3;998.2;45.65;7867;7963;4326;14156;12681;0.01;8.51;3.39;0.002;0.002;0.004;1;0.000;1;0.000;0;0.002;0;0.002
13609.328;11901.897;2021-08-25T10:57:19.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;21.8;23.4;23.3;998.0;45.63;11406;8848;6096;15041;12583;0.01;8.50;3.39;0.002;0.001;0.002;1;0.000;1;0.000;0;0.002;0;0.002
13611.328;11901.897;2021-08-25T10:57:21.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;21.9;23.5;23.3;998.1;45.61;8949;8356;4916;14451;12583;0.01;8.51;3.39;0.004;0.007;0.009;1;0.000;1;0.000;0;0.002;0;0.002
13613.328;11901.897;2021-08-25T10:57:23.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;21.8;23.7;23.3;998.3;45.61;11996;9044;6292;15139;12484;0.01;8.52;3.39;0.004;0.008;0.011;1;0.000;1;0.000;0;0.002;0;0.002
13615.328;11901.897;2021-08-25T10:57:25.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.0;23.5;23.3;998.1;45.29;11406;8946;5998;14942;12484;0.01;8.49;3.39;0.001;0.002;0.002;1;0.000;1;0.000;0;0.002;0;0.002
13617.328;11901.897;2021-08-25T10:57:27.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;21.9;23.5;23.3;998.1;45.06;10423;8749;5604;14746;12484;0.01;8.50;3.38;0.002;0.001;0.001;1;0.000;1;0.000;0;0.002;0;0.002
13619.328;11901.897;2021-08-25T10:57:29.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;21.9;23.7;23.3;998.1;44.88;11996;9143;6391;14058;12583;0.01;8.50;3.39;0.005;0.009;0.011;1;0.000;1;0.000;0;0.002;0;0.002
13621.328;11901.897;2021-08-25T10:57:31.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;21.8;23.7;23.3;998.1;44.64;8555;8061;4621;14254;12583;0.01;8.49;3.39;0.004;0.004;0.009;1;0.000;1;0.000;0;0.002;0;0.002
13623.328;11901.897;2021-08-25T10:57:33.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;21.8;23.5;23.3;998.1;44.55;8359;8258;4621;14156;12583;0.01;8.47;3.38;0.002;0.001;0.002;1;0.000;1;0.000;0;0.002;0;0.002
13625.328;11901.897;2021-08-25T10:57:35.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.0;23.5;23.3;998.0;44.60;6786;7865;3835;13861;12386;0.01;8.49;3.39;0.002;0.001;0.002;1;0.000;1;0.000;0;0.002;0;0.002
13627.328;11901.897;2021-08-25T10:57:37.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;21.8;23.7;23.3;998.2;44.69;10620;8749;5703;14746;12386;0.01;8.51;3.39;0.006;0.009;0.011;1;0.000;1;0.000;0;0.002;0;0.002
13629.328;11901.897;2021-08-25T10:57:39.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.0;23.7;23.3;998.2;44.77;8359;8160;4720;14254;12386;0.01;8.50;3.38;0.003;0.003;0.005;1;0.000;1;0.000;0;0.002;0;0.002
13631.328;11901.897;2021-08-25T10:57:41.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;21.9;23.7;23.3;998.1;44.85;11210;8946;6096;14942;12288;0.01;8.49;3.39;0.003;0.002;0.002;1;0.000;1;0.000;0;0.002;0;0.002
13633.328;11901.897;2021-08-25T10:57:43.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.0;23.5;23.3;998.0;44.98;6688;7766;3835;13763;12190;0.01;8.50;3.39;0.002;0.002;0.004;1;0.000;1;0.000;0;0.002;0;0.002
13635.328;11901.897;2021-08-25T10:57:45.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;21.8;23.7;23.3;998.0;45.04;8162;8160;4621;14058;12190;0.01;8.50;3.39;0.006;0.008;0.014;1;0.000;1;0.000;0;0.002;0;0.002
13637.328;11901.897;2021-08-25T10:57:47.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.0;23.7;23.3;998.1;44.98;6491;7766;3737;13665;12190;0.01;8.51;3.39;0.004;0.002;0.005;1;0.000;1;0.000;0;0.002;0;0.002
13639.329;11901.897;2021-08-25T10:57:49.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.0;23.5;23.3;998.1;44.97;5705;7471;3343;13468;12091;0.01;8.52;3.39;0.002;0.002;0.002;1;0.000;1;0.000;0;0.002;0;0.002
13641.329;11901.897;2021-08-25T10:57:51.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;21.9;23.5;23.3;998.1;44.96;9637;8651;5309;14451;12091;0.01;8.50;3.39;0.002;0.001;0.004;1;0.000;1;0.000;0;0.002;0;0.002
13643.329;11901.897;2021-08-25T10:57:53.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.0;23.5;23.3;998.1;44.96;8162;8258;4621;13959;12091;0.01;8.51;3.39;0.007;0.009;0.012;1;0.000;1;0.000;0;0.002;0;0.002
13645.329;11901.897;2021-08-25T10:57:55.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;21.9;23.7;23.3;998.2;44.82;9538;8553;5211;14353;12190;0.01;8.50;3.39;0.002;0.002;0.004;1;0.000;1;0.000;0;0.002;0;0.002
13647.329;11901.897;2021-08-25T10:57:57.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;21.9;23.5;23.4;998.2;44.79;5705;7570;3442;13468;12091;0.01;8.51;3.39;0.002;0.002;0.002;1;0.000;1;0.000;0;0.002;0;0.002
13649.329;11901.897;2021-08-25T10:57:59.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;21.9;23.7;23.4;998.1;45.13;7179;7766;4032;13861;12190;0.01;8.51;3.39;0.003;0.003;0.006;1;0.000;1;0.000;0;0.002;0;0.002
13651.329;11901.897;2021-08-25T10:58:01.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.0;23.7;23.4;998.1;45.02;7671;7963;4326;14156;12190;0.01;8.51;3.39;0.006;0.009;0.012;1;0.000;1;0.000;0;0.002;0;0.002
13653.329;11901.897;2021-08-25T10:58:03.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;21.9;23.8;23.4;998.1;44.85;4722;7373;2950;13271;12091;0.01;8.52;3.39;0.004;0.002;0.004;1;0.000;1;0.000;0;0.002;0;0.002
13655.329;11901.897;2021-08-25T10:58:05.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;21.9;23.7;23.4;998.2;44.72;8555;8454;4916;14156;12091;0.01;8.51;3.39;0.002;0.002;0.002;1;0.000;1;0.000;0;0.002;0;0.002
13657.329;11901.897;2021-08-25T10:58:07.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.0;23.7;23.4;998.2;44.58;6393;7766;3737;13566;11993;0.01;8.49;3.39;0.005;0.006;0.009;1;0.000;1;0.000;0;0.002;0;0.002
13659.329;11901.897;2021-08-25T10:58:09.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;21.9;23.7;23.4;998.1;44.48;8162;8160;4720;13959;11993;0.01;8.49;3.39;0.005;0.005;0.009;1;0.000;1;0.000;0;0.002;0;0.002
13661.329;11901.897;2021-08-25T10:58:11.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.0;23.8;23.4;998.2;44.51;4623;7275;2950;13173;11993;0.01;8.51;3.39;0.002;0.002;0.002;1;0.000;1;0.000;0;0.002;0;0.002
13663.329;11901.897;2021-08-25T10:58:13.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.0;23.8;23.4;998.3;44.58;5311;7471;3343;13370;12091;0.01;8.51;3.39;0.004;0.001;0.002;1;0.000;1;0.000;0;0.002;0;0.002
13665.329;11901.897;2021-08-25T10:58:15.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.0;23.9;23.4;998.1;44.63;6393;7865;3835;13665;12091;0.01;8.52;3.39;0.006;0.008;0.012;1;0.000;1;0.000;0;0.002;0;0.002
13667.331;11901.897;2021-08-25T10:58:17.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;21.9;23.7;23.4;998.1;44.69;4623;7373;3048;13271;12091;0.01;8.50;3.39;0.003;0.002;0.005;1;0.000;1;0.000;0;0.002;0;0.002
13669.331;11901.897;2021-08-25T10:58:19.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.0;23.8;23.4;998.1;44.80;8555;8454;4916;14058;12091;0.01;8.50;3.39;0.001;0.002;0.002;1;0.000;1;0.000;0;0.002;0;0.002
13671.331;11901.897;2021-08-25T10:58:21.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;21.9;23.8;23.4;998.1;44.89;7474;8258;4425;13861;12091;0.01;8.51;3.39;0.004;0.006;0.008;1;0.000;1;0.000;0;0.002;0;0.002
13673.331;11901.897;2021-08-25T10:58:23.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.0;23.9;23.4;998.1;45.00;8949;8553;5113;14156;12091;0.01;8.50;3.39;0.004;0.004;0.009;1;0.000;1;0.000;0;0.002;0;0.002
13675.331;11901.897;2021-08-25T10:58:25.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.0;23.8;23.5;998.1;45.07;6196;7668;3638;13468;11993;0.01;8.51;3.39;0.002;0.001;0.001;1;0.000;1;0.000;0;0.002;0;0.002
13677.331;11901.897;2021-08-25T10:58:27.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.0;23.8;23.5;998.2;45.08;8752;8454;5015;14156;12091;0.01;8.49;3.39;0.003;0.002;0.006;1;0.000;1;0.000;0;0.002;0;0.002
13679.331;11901.897;2021-08-25T10:58:29.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.2;23.8;23.5;998.0;45.09;5410;7471;3343;13271;11993;0.01;8.50;3.38;0.006;0.008;0.011;1;0.000;1;0.000;0;0.002;0;0.002
13681.332;11901.897;2021-08-25T10:58:31.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;21.9;23.8;23.5;998.1;45.04;7671;8160;4425;13763;11993;0.01;8.52;3.39;0.002;0.001;0.002;1;0.000;1;0.000;0;0.002;0;0.002
13683.331;11901.897;2021-08-25T10:58:33.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.0;23.7;23.5;998.2;45.07;4525;7275;2950;13173;11993;0.01;8.51;3.39;0.002;0.002;0.001;1;0.000;1;0.000;0;0.002;0;0.002
13685.331;11901.897;2021-08-25T10:58:35.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.0;23.8;23.5;998.1;45.06;6589;7865;3933;13566;11993;0.01;8.50;3.39;0.006;0.009;0.014;1;0.000;1;0.000;0;0.002;0;0.002
13687.331;11901.897;2021-08-25T10:58:37.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.0;23.9;23.5;998.0;44.97;4132;7176;2754;12976;11895;0.01;8.49;3.39;0.002;0.002;0.004;1;0.000;1;0.000;0;0.002;0;0.002
13689.331;11901.897;2021-08-25T10:58:39.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.2;23.9;23.5;998.1;44.88;7572;8160;4425;13763;11993;0.01;8.51;3.39;0.001;0.002;0.002;1;0.000;1;0.000;0;0.002;0;0.002
13691.332;11901.897;2021-08-25T10:58:41.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.2;23.8;23.5;998.2;44.88;4525;7275;2852;12976;11796;0.01;8.51;3.39;0.006;0.010;0.013;1;0.000;1;0.000;0;0.002;0;0.002
13693.331;11901.897;2021-08-25T10:58:43.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.2;23.8;23.5;998.1;44.83;7376;8061;4326;13763;11698;0.01;8.51;3.39;0.001;0.001;0.003;1;0.000;1;0.000;0;0.002;0;0.002
13695.331;11901.897;2021-08-25T10:58:45.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.0;23.7;23.5;998.0;44.83;5606;7570;3442;13370;11796;0.01;8.51;3.39;0.002;0.002;0.001;1;0.000;1;0.000;0;0.002;0;0.002
13697.334;11901.897;2021-08-25T10:58:47.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.0;23.9;23.5;998.0;44.84;8064;8258;4720;13959;11796;0.01;8.50;3.39;0.005;0.008;0.014;1;0.000;1;0.000;0;0.002;0;0.002
13699.349;11901.897;2021-08-25T10:58:49.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.2;23.9;23.5;998.1;44.92;5901;7668;3737;13468;11796;0.01;8.53;3.39;0.003;0.003;0.008;1;0.000;1;0.000;0;0.002;0;0.002
13701.349;11901.897;2021-08-25T10:58:51.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.2;23.8;23.5;998.2;44.88;7966;8160;4720;13959;11600;0.01;8.50;3.39;0.002;0.001;0.002;1;0.000;1;0.000;0;0.002;0;0.002
13703.349;11901.897;2021-08-25T10:58:53.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.0;23.9;23.5;998.1;44.86;5606;7471;3442;13370;11698;0.01;8.52;3.39;0.004;0.007;0.009;1;0.000;1;0.000;0;0.002;0;0.002
13705.349;11901.897;2021-08-25T10:58:55.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.2;23.9;23.5;998.1;44.85;17505;21923;18091;17500;20841;0.01;8.51;3.39;0.074;0.130;0.150;1;0.000;1;0.000;0;0.002;0;0.002
13707.350;11901.897;2021-08-25T10:58:57.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.0;23.9;23.6;998.0;46.25;14654;22513;13175;10422;9929;0.02;8.51;3.39;0.038;0.062;0.072;1;0.000;1;0.000;0;0.002;0;0.002
13709.350;11901.897;2021-08-25T10:58:59.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.2;23.9;23.7;998.1;46.66;4329;12878;14059;23200;23396;0.01;8.52;3.39;0.014;0.022;0.029;1;0.000;1;0.000;0;0.002;0;0.002
13711.349;11901.897;2021-08-25T10:59:01.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.2;24.0;23.7;998.1;46.39;22417;20349;23791;6096;1671;0.02;8.52;3.39;0.002;0.001;0.001;1;0.000;1;0.000;0;0.002;0;0.002
13713.349;11901.897;2021-08-25T10:59:03.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.0;23.9;23.7;998.1;46.24;24874;18187;16320;20251;1377;0.01;8.51;3.39;0.002;0.001;0.003;1;0.000;1;0.000;0;0.002;0;0.002
13715.349;11901.897;2021-08-25T10:59:05.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.2;24.0;23.7;998.0;46.23;22809;17203;15828;18973;20742;0.01;8.50;3.39;0.002;0.001;0.002;1;0.000;1;0.000;0;0.002;0;0.002
13717.352;11901.897;2021-08-25T10:59:07.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.2;24.0;23.7;998.0;46.22;593;18088;17696;18088;19661;0.01;8.51;3.39;0.001;0.001;0.002;1;0.000;1;0.000;0;0.002;0;0.002
13719.350;11901.897;2021-08-25T10:59:09.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.2;24.0;23.7;998.0;46.29;1971;11011;2164;16319;3834;0.01;8.52;3.39;0.002;0.001;0.001;1;0.000;1;0.000;0;0.002;0;0.002
13721.350;11901.897;2021-08-25T10:59:11.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.2;24.2;23.8;998.2;46.17;7868;19858;20645;20546;24084;0.01;8.51;3.39;0.002;0.002;0.002;1;0.000;1;0.000;0;0.002;0;0.002
13723.350;11901.897;2021-08-25T10:59:13.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.2;24.0;23.8;998.1;45.99;21827;3146;11995;6980;4915;0.01;8.52;3.39;0.002;0.001;0.001;1;0.000;1;0.000;0;0.002;0;0.002
13725.349;11901.897;2021-08-25T10:59:15.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.3;24.0;23.8;998.1;45.85;24383;5211;14550;7472;3539;0.01;8.52;3.39;0.002;0.001;0.001;1;0.000;1;0.000;0;0.002;0;0.002
13727.349;11901.897;2021-08-25T10:59:17.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.2;24.2;23.8;998.0;45.78;11800;2163;8750;3736;2851;0.01;8.50;3.38;0.002;0.002;0.002;1;0.000;1;0.000;0;0.002;0;0.002
13729.349;11901.897;2021-08-25T10:59:19.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.3;24.2;23.8;998.0;45.81;10915;2065;8357;3343;2654;0.01;8.53;3.39;0.002;0.002;0.003;1;0.000;1;0.000;0;0.002;0;0.002
13731.350;11901.897;2021-08-25T10:59:21.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.2;24.3;23.8;998.1;45.93;24383;24183;2754;99;2261;0.01;8.51;3.39;0.002;0.002;0.003;1;0.000;1;0.000;0;0.002;0;0.002
13733.351;11901.897;2021-08-25T10:59:23.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.2;24.0;23.8;998.1;45.84;6687;23888;9241;393;17203;0.00;8.52;3.39;0.001;0.001;0.001;1;0.000;1;0.000;0;0.002;0;0.002
13735.351;11901.897;2021-08-25T10:59:25.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.3;24.3;23.8;998.1;45.78;23498;16614;15926;17990;19169;0.01;8.51;3.39;0.002;0.002;0.002;1;0.000;1;0.000;0;0.002;0;0.002
13737.350;11901.897;2021-08-25T10:59:27.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.3;24.3;23.9;997.9;45.53;21335;21037;24380;4818;21430;0.00;8.51;3.39;0.002;0.004;0.009;1;0.000;1;0.000;0;0.002;0;0.002
13739.350;11901.897;2021-08-25T10:59:29.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.2;24.2;23.9;997.9;45.31;1968;3735;4031;12484;8946;0.00;8.52;3.39;0.002;0.002;0.001;1;0.000;1;0.000;0;0.002;0;0.002
13741.350;11901.897;2021-08-25T10:59:31.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.2;24.3;23.9;998.0;45.17;4227;12484;23298;15925;19955;0.00;8.52;3.39;0.002;0.001;0.001;1;0.000;1;0.000;0;0.002;0;0.002
13743.351;11901.897;2021-08-25T10:59:33.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.3;24.2;24.0;998.0;44.98;7372;1769;3145;1966;4325;0.00;8.52;3.39;0.022;0.037;0.043;1;0.000;1;0.000;0;0.002;0;0.002
13745.350;11901.897;2021-08-25T10:59:35.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.3;24.3;24.0;998.0;44.65;1574;1868;21922;3342;6095;0.00;8.51;3.39;0.032;0.111;0.129;1;0.000;1;0.000;0;0.002;0;0.002
13747.333;11901.897;2021-08-25T10:59:36.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.3;24.4;24.1;998.1;44.84;0;0;0;0;0;0.00;8.52;3.39;0.017;0.032;0.039;1;0.000;1;0.000;0;0.002;0;0.002
13749.333;11901.897;2021-08-25T10:59:38.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.3;24.7;24.2;997.8;44.39;11306;21528;14451;23003;17793;0.00;8.52;3.39;0.024;0.054;0.064;1;0.000;1;0.000;0;0.002;0;0.002
13751.333;11901.897;2021-08-25T10:59:40.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.3;24.7;24.3;998.1;44.55;16319;16613;4620;18087;20742;0.00;8.52;3.39;0.007;0.024;0.033;1;0.000;1;0.000;0;0.002;0;0.002
13753.333;11901.897;2021-08-25T10:59:42.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.3;24.7;24.3;997.9;44.53;15926;23101;15827;24182;590;0.00;8.52;3.39;0.008;0.009;0.016;1;0.000;1;0.000;0;0.002;0;0.002
13755.334;11901.897;2021-08-25T10:59:44.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.2;24.8;24.3;998.0;44.51;10813;9240;15925;9535;14548;0.00;8.51;3.39;0.010;0.021;0.027;1;0.000;1;0.000;0;0.002;0;0.002
13757.333;11901.897;2021-08-25T10:59:46.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.3;24.8;24.3;998.0;44.38;4325;7667;12976;7766;13860;0.00;8.50;3.39;0.009;0.019;0.027;1;0.000;1;0.000;0;0.002;0;0.002
13759.333;11901.897;2021-08-25T10:59:48.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.4;24.9;24.4;998.2;44.32;5013;7766;13369;7962;13959;0.00;8.52;3.39;0.009;0.019;0.027;1;0.000;1;0.000;0;0.002;0;0.002
13761.333;11901.897;2021-08-25T10:59:50.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.2;24.9;24.4;998.0;44.31;5112;7766;13369;8060;14155;0.00;8.52;3.39;0.008;0.017;0.027;1;0.000;1;0.000;0;0.002;0;0.002
13763.334;11901.897;2021-08-25T10:59:52.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.3;24.8;24.5;998.1;44.21;5800;8060;13664;8257;14450;0.00;8.50;3.39;0.009;0.016;0.024;1;0.000;1;0.000;0;0.002;0;0.002
13765.333;11901.897;2021-08-25T10:59:54.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.3;24.9;24.5;998.0;44.18;5013;7864;13369;8060;14450;0.00;8.52;3.39;0.008;0.014;0.022;1;0.000;1;0.000;0;0.002;0;0.002
13767.334;11901.897;2021-08-25T10:59:56.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.3;24.9;24.6;998.1;44.06;2064;7077;12091;7274;13369;0.00;8.50;3.39;0.008;0.013;0.021;1;0.000;1;0.000;0;0.002;0;0.002
13769.334;11901.897;2021-08-25T10:59:58.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.3;24.8;24.6;998.1;44.04;98;6684;11206;6684;12779;0.00;8.52;3.39;0.006;0.014;0.023;1;0.000;1;0.000;0;0.002;0;0.002
13771.334;11901.897;2021-08-25T11:00:00.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.3;24.9;24.6;998.0;43.92;24772;6488;11010;6586;12582;0.00;8.53;3.39;0.006;0.009;0.019;1;0.000;1;0.000;0;0.002;0;0.002
13773.334;11901.897;2021-08-25T11:00:02.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.3;24.9;24.6;998.0;43.75;6882;14254;295;15040;17989;0.00;8.51;3.39;0.002;0.004;0.001;1;0.000;1;0.000;0;0.002;0;0.002
13775.334;11901.897;2021-08-25T11:00:04.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.4;25.0;24.7;998.1;43.72;21431;17989;6685;18972;20938;0.00;8.51;3.39;0.002;0.002;0.002;1;0.000;1;0.000;0;0.002;0;0.002
13777.334;11901.897;2021-08-25T11:00:06.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.3;25.0;24.7;998.1;43.76;24183;12582;21823;13074;18284;0.00;8.51;3.39;0.001;0.002;0.002;1;0.000;1;0.000;0;0.002;0;0.002
13779.334;11901.897;2021-08-25T11:00:08.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.4;24.9;24.8;997.9;43.75;23102;18481;7373;19267;20742;0.00;8.52;3.39;0.002;0.001;0.002;1;0.000;1;0.000;0;0.002;0;0.002
13781.334;11901.897;2021-08-25T11:00:10.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.4;25.0;24.8;998.0;43.87;4326;13860;24182;14352;18481;0.00;8.52;3.39;0.002;0.001;0.001;1;0.000;1;0.000;0;0.002;0;0.002
13783.334;11901.897;2021-08-25T11:00:12.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.4;25.0;24.8;998.1;43.79;15040;10321;17694;10616;17203;0.00;8.53;3.39;0.002;0.002;0.002;1;0.000;1;0.000;0;0.002;0;0.002
13785.334;11901.897;2021-08-25T11:00:14.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.3;25.2;24.8;998.0;43.77;10027;15138;1573;15826;18087;0.00;8.52;3.39;0.001;0.000;0.001;1;0.000;1;0.000;0;0.002;0;0.002
13787.334;11901.897;2021-08-25T11:00:16.0Z;0;51.4856448;7.7680990;2.0;-129.9;89.2;0;-83.4;22.3;25.0;24.9;998.0;43.73;7570;14548;491;15237;17989;0.00;8.52;3.39;0.002;0.002;0.002;1;0.000;1;0.000;0;0.002;0;0.002
