# Wanna drop some funky stats & graphs? Go to 'www.stratoflights.com/auswertung' 

LOGGER_INFO_BEGIN
{logger_info:{id:3,id_str:'STRATO4 Version 1.0',serial:'',hw_platform:{name:'stratologx-stm32l0',mcu:'ST STM32L072RZT6',vs_major:'1',vs_minor:'0'},sw_version:{major:'1',minor:'0',patch:'0',bt_time:'14:55:14',bt_date:'Jul 16 2021'}}}
LOGGER_INFO_END
CSV_DATA_SECTION_BEGIN
Uptime [s];GNSS: PPS Timestamp [s];GNSS: UTC date time (ISO 8601);GNSS: Fix type (0=no fix, others=fix);GNSS: Latitude [degrees];GNSS: Longitude [degrees];GNSS: Positional dilution of precision;GNSS: Altitude [m] (above Mean Sea Level);GNSS: Ground speed [km/h];GNSS: Satellites in view;GNSS: Altitude [m] (above ellipsoid);Temperature: Board [degC];Temperature: Ext LM75 1 [degC];Temperature: Ext MS8607 1 [degC];Pressure: Ext MS8607 [hPa];Humidity: Ext MS8607 [%];Light Intensity: Clear [lx];Light Intensity: Red [lx];Light Intensity: Green [lx];Light Intensity: Blue [lx];Light Intensity: Infrared [lx];Light Intensity: UVA index [];Volt: Supply Voltage [V];Volt: 3.3V board voltage [V];Volt: Vin1 voltage [V];Volt: Vin2 voltage [V];Volt: Vin3 voltage [V];IO: In 1 State;IO: In 1 Timestamp [s];IO: In 2 State;IO: In 2 Timestamp [s];IO: Out 1 State;IO: Out 1 Timestamp [s];IO: Out 2 State;IO: Out 2 Timestamp [s]
7421.135;7420.335;2021-08-25T09:14:13.0Z;3;51.6081138;8.0390776;1.4;29781.5;5.8;9;29828.0;0.1;2.4;2.3;13.3;0.10;25165;25165;25165;25165;25165;4.04;7.58;3.39;0.009;0.016;0.019;1;0.000;1;0.000;0;0.002;0;0.002
7423.135;7422.332;2021-08-25T09:14:15.0Z;3;51.6081308;8.0390286;1.3;29791.9;8.2;10;29838.4;0.1;2.9;2.8;13.8;14.88;25165;25165;25165;25165;25165;9.09;7.59;3.39;0.007;0.019;0.021;1;0.000;1;0.000;0;0.002;0;0.002
7425.135;7424.328;2021-08-25T09:14:17.0Z;3;51.6081403;8.0389704;1.3;29803.7;6.8;10;29850.1;0.1;3.7;3.3;13.4;0.10;25165;25165;25165;25165;25165;4.04;7.59;3.39;0.008;0.016;0.022;1;0.000;1;0.000;0;0.002;0;0.002
7427.135;7426.326;2021-08-25T09:14:19.0Z;3;51.6081092;8.0389402;1.3;29814.9;10.2;10;29861.4;0.2;3.6;3.3;13.4;0.10;18954;11024;4945;14678;21152;0.68;7.60;3.39;0.008;0.018;0.022;1;0.000;1;0.000;0;0.002;0;0.002
7429.135;7428.323;2021-08-25T09:14:21.0Z;3;51.6080386;8.0389499;1.3;29824.0;16.5;10;29870.5;0.2;3.1;3.0;13.4;0.10;25165;15845;4854;10655;8082;0.68;7.57;3.39;0.008;0.016;0.021;1;0.000;1;0.000;0;0.002;0;0.002
7431.136;7430.319;2021-08-25T09:14:23.0Z;3;51.6079711;8.0389432;1.3;29834.2;11.1;10;29880.7;0.1;2.9;2.7;13.4;0.10;25165;17912;9773;7021;10641;0.82;7.61;3.39;0.008;0.016;0.022;1;0.000;1;0.000;0;0.002;0;0.002
7433.136;7432.318;2021-08-25T09:14:25.0Z;3;51.6079417;8.0388982;1.3;29845.7;6.6;10;29892.2;0.3;2.7;2.5;13.2;0.10;25165;4248;11248;23437;20471;0.79;7.61;3.39;0.009;0.016;0.019;1;0.000;1;0.000;0;0.002;0;0.002
7435.136;7434.315;2021-08-25T09:14:27.0Z;3;51.6079520;8.0388593;1.4;29855.9;6.5;9;29902.3;0.2;2.4;2.3;13.3;0.10;25165;19582;23927;1710;22042;0.76;7.56;3.39;0.009;0.018;0.021;1;0.000;1;0.000;0;0.002;0;0.002
7437.136;7436.313;2021-08-25T09:14:29.0Z;3;51.6079790;8.0388300;1.4;29866.3;6.3;9;29912.8;0.1;2.1;2.0;13.2;0.10;19847;6013;20185;24018;8275;0.64;7.60;3.39;0.008;0.017;0.023;1;0.000;1;0.000;0;0.002;0;0.002
7439.136;7438.309;2021-08-25T09:14:31.0Z;3;51.6079725;8.0387713;1.3;29877.9;11.7;10;29924.4;0.3;1.7;1.7;13.3;0.10;13056;20265;17626;4453;16531;0.54;7.59;3.39;0.008;0.017;0.023;1;0.000;1;0.000;0;0.002;0;0.002
7441.136;7440.306;2021-08-25T09:14:33.0Z;3;51.6079010;8.0386816;1.3;29887.7;23.4;10;29934.2;0.2;1.3;1.5;13.1;0.10;17197;14075;24709;7997;20564;0.58;7.59;3.39;0.008;0.018;0.020;1;0.000;1;0.000;0;0.002;0;0.002
7443.136;7442.304;2021-08-25T09:14:35.0Z;3;51.6077930;8.0385864;1.3;29897.1;22.9;10;29943.6;0.2;1.3;1.3;13.1;0.10;25165;18798;19115;18721;13394;0.79;7.61;3.39;0.009;0.018;0.020;1;0.000;1;0.000;0;0.002;0;0.002
7445.136;7444.300;2021-08-25T09:14:37.0Z;3;51.6077268;8.0384925;1.4;29908.1;14.6;9;29954.6;0.3;1.1;1.2;13.1;0.10;25165;21058;8496;20489;1105;0.84;7.57;3.39;0.009;0.017;0.019;1;0.000;1;0.000;0;0.002;0;0.002
7447.136;7446.296;2021-08-25T09:14:39.0Z;3;51.6077106;8.0383888;1.3;29918.7;13.1;10;29965.2;0.3;0.9;1.0;13.1;0.10;14151;20759;2689;20974;18206;0.73;7.58;3.39;0.008;0.018;0.023;1;0.000;1;0.000;0;0.002;0;0.002
7449.136;7448.293;2021-08-25T09:14:41.0Z;3;51.6077170;8.0383043;1.3;29927.9;8.1;10;29974.4;0.3;0.6;0.6;13.1;0.10;6372;18888;128;11238;17515;0.59;7.60;3.39;0.009;0.017;0.019;1;0.000;1;0.000;0;0.002;0;0.002
7451.136;7450.291;2021-08-25T09:14:43.0Z;3;51.6077064;8.0382563;1.3;29938.0;7.0;10;29984.5;0.4;0.6;0.5;13.0;0.10;25165;11571;25165;25165;9206;2.35;7.58;3.39;0.009;0.016;0.022;1;0.000;1;0.000;0;0.002;0;0.002
7453.136;7452.287;2021-08-25T09:14:45.0Z;3;51.6076608;8.0382177;1.3;29949.5;12.8;10;29996.0;0.3;1.3;0.8;13.1;0.10;25165;25165;25165;25165;25165;7.40;7.59;3.39;0.009;0.018;0.020;1;0.000;1;0.000;0;0.002;0;0.002
7455.136;7454.284;2021-08-25T09:14:47.0Z;3;51.6075761;8.0381798;1.3;29960.0;21.4;10;30006.5;0.4;2.3;1.4;13.5;4.84;25165;25165;25165;25165;25165;7.40;7.59;3.39;0.008;0.018;0.020;1;0.000;1;0.000;0;0.002;0;0.002
7457.136;7456.282;2021-08-25T09:14:49.0Z;3;51.6074582;8.0381494;1.3;29970.2;24.6;10;30016.6;0.3;2.4;1.4;13.8;0.10;25165;19193;440;24816;6218;1.11;7.58;3.39;0.008;0.019;0.021;1;0.000;1;0.000;0;0.002;0;0.002
7459.136;7458.279;2021-08-25T09:14:51.0Z;3;51.6073588;8.0381160;1.3;29981.8;15.6;10;30028.3;0.3;1.8;1.5;13.1;0.10;25165;8379;17347;2110;5629;0.86;7.59;3.39;0.009;0.016;0.020;1;0.000;1;0.000;0;0.002;0;0.002
7461.136;7460.277;2021-08-25T09:14:53.0Z;3;51.6073232;8.0380721;1.3;29991.8;6.4;10;30038.3;0.4;1.6;1.3;12.9;0.10;25165;21940;13997;21665;7787;0.80;7.57;3.39;0.009;0.016;0.019;1;0.000;1;0.000;0;0.002;0;0.002
7463.136;7462.274;2021-08-25T09:14:55.0Z;3;51.6073267;8.0380146;1.3;30001.5;7.7;10;30048.0;0.4;0.8;0.8;12.9;0.10;21224;7684;1802;18515;24988;0.64;7.59;3.39;0.008;0.018;0.022;1;0.000;1;0.000;0;0.002;0;0.002
7465.136;7464.273;2021-08-25T09:14:57.0Z;3;51.6072879;8.0379605;1.3;30012.9;14.8;10;30059.4;0.3;1.1;0.7;12.8;0.10;25165;25165;25165;25165;25165;5.72;7.60;3.39;0.008;0.018;0.019;1;0.000;1;0.000;0;0.002;0;0.002
7467.136;7466.270;2021-08-25T09:14:59.0Z;3;51.6071928;8.0379354;1.3;30023.7;22.8;10;30070.2;0.6;2.2;1.2;13.0;0.72;25165;25165;25165;25165;25165;9.09;7.58;3.39;0.006;0.018;0.019;1;0.000;1;0.000;0;0.002;0;0.002
7469.136;7468.268;2021-08-25T09:15:01.0Z;3;51.6070674;8.0379196;1.3;30033.3;25.3;10;30079.8;0.3;2.4;1.6;13.2;0.10;25165;25165;25165;25165;25165;4.04;7.60;3.39;0.008;0.018;0.019;1;0.000;1;0.000;0;0.002;0;0.002
7471.136;7470.265;2021-08-25T09:15:03.0Z;3;51.6069490;8.0378714;1.3;30043.9;23.5;10;30090.3;0.6;2.1;1.6;12.9;0.10;25165;6705;16359;24420;10836;0.74;7.60;3.39;0.009;0.017;0.019;1;0.000;1;0.000;0;0.002;0;0.002
7473.136;7472.262;2021-08-25T09:15:05.0Z;3;51.6068665;8.0377676;1.3;30055.0;19.6;10;30101.5;0.4;1.7;1.4;12.9;0.10;25165;4934;9671;19600;16831;0.78;7.60;3.39;0.009;0.018;0.019;1;0.000;1;0.000;0;0.002;0;0.002
7475.136;7474.260;2021-08-25T09:15:07.0Z;3;51.6068294;8.0376536;1.3;30065.0;13.6;10;30111.5;0.4;1.1;1.1;12.8;0.10;23682;508;2785;12320;22727;0.55;7.59;3.39;0.008;0.016;0.019;1;0.000;1;0.000;0;0.002;0;0.002
7477.136;7476.257;2021-08-25T09:15:09.0Z;3;51.6068185;8.0375668;1.3;30074.7;8.8;10;30121.2;0.3;1.7;1.0;12.4;0.10;25165;25165;25165;25165;25165;5.72;7.61;3.39;0.009;0.018;0.019;1;0.000;1;0.000;0;0.002;0;0.002
7479.136;7478.255;2021-08-25T09:15:11.0Z;3;51.6067868;8.0375188;1.3;30085.2;10.9;10;30131.6;0.6;2.6;1.6;13.0;2.59;25165;25165;25165;25165;25165;7.40;7.60;3.39;0.009;0.017;0.019;1;0.000;1;0.000;0;0.002;0;0.002
7481.136;7480.252;2021-08-25T09:15:13.0Z;3;51.6067168;8.0375029;1.3;30095.7;17.2;10;30142.1;0.6;2.8;1.9;13.1;0.10;25165;9655;19506;4267;13490;1.11;7.59;3.39;0.008;0.018;0.019;1;0.000;1;0.000;0;0.002;0;0.002
7483.136;7482.250;2021-08-25T09:15:15.0Z;3;51.6066202;8.0375028;1.3;30105.6;20.6;10;30152.1;0.6;2.1;1.8;12.8;0.10;23000;19383;11242;22941;11817;0.67;7.60;3.39;0.009;0.015;0.019;1;0.000;1;0.000;0;0.002;0;0.002
7485.136;7484.247;2021-08-25T09:15:17.0Z;3;51.6065159;8.0374657;1.3;30116.1;22.8;10;30162.6;0.4;1.8;1.5;12.7;0.10;25165;10243;7412;3284;10443;0.78;7.60;3.39;0.009;0.015;0.019;1;0.000;1;0.000;0;0.002;0;0.002
7487.136;7486.244;2021-08-25T09:15:19.0Z;3;51.6064136;8.0373595;1.3;30126.4;26.5;10;30172.8;0.6;1.3;1.3;12.8;0.10;21818;21742;18712;17827;314;0.67;7.62;3.39;0.008;0.019;0.019;1;0.000;1;0.000;0;0.002;0;0.002
7489.137;7488.242;2021-08-25T09:15:21.0Z;3;51.6063199;8.0372059;1.4;30136.5;26.3;9;30183.0;0.7;1.4;1.0;12.2;0.10;25165;25165;25165;25165;25165;5.72;7.59;3.39;0.009;0.016;0.019;1;0.000;1;0.000;0;0.002;0;0.002
7491.136;7490.239;2021-08-25T09:15:23.0Z;3;51.6062482;8.0370560;1.3;30146.9;21.0;10;30193.4;0.4;2.3;1.4;12.8;1.89;25165;25165;25165;25165;25165;9.09;7.61;3.39;0.009;0.014;0.018;1;0.000;1;0.000;0;0.002;0;0.002
7493.137;7492.237;2021-08-25T09:15:25.0Z;3;51.6061984;8.0369358;1.6;30157.2;16.0;9;30203.7;0.4;3.2;2.1;13.0;2.13;25165;25165;25165;25165;25165;5.72;7.61;3.39;0.008;0.017;0.019;1;0.000;1;0.000;0;0.002;0;0.002
7495.137;7494.234;2021-08-25T09:15:27.0Z;3;51.6061554;8.0368411;1.3;30167.9;14.4;10;30214.4;0.6;2.9;2.5;13.4;0.10;25165;10048;3875;11245;24106;1.11;7.61;3.39;0.009;0.016;0.021;1;0.000;1;0.000;0;0.002;0;0.002
7497.137;7496.230;2021-08-25T09:15:29.0Z;3;51.6060824;8.0367701;1.3;30179.0;20.4;10;30225.5;0.7;2.2;2.1;12.6;0.10;1949;211;2586;7108;11617;0.57;7.61;3.39;0.008;0.014;0.020;1;0.000;1;0.000;0;0.002;0;0.002
7499.137;7498.229;2021-08-25T09:15:31.0Z;3;51.6059636;8.0367058;1.3;30189.6;28.8;10;30236.1;0.6;1.9;1.8;12.6;0.10;25165;24496;24122;23238;8869;0.67;7.62;3.39;0.009;0.014;0.022;1;0.000;1;0.000;0;0.002;0;0.002
7501.137;7500.226;2021-08-25T09:15:33.0Z;3;51.6058301;8.0365935;1.3;30200.8;31.3;10;30247.3;0.4;1.7;1.6;12.7;0.10;25165;3757;21964;24422;15851;0.84;7.60;3.39;0.008;0.015;0.020;1;0.000;1;0.000;0;0.002;0;0.002
7503.137;7502.224;2021-08-25T09:15:35.0Z;3;51.6057265;8.0363930;1.3;30211.5;34.5;10;30258.0;0.6;1.3;1.4;12.6;0.10;10025;5916;21859;10457;2970;0.76;7.60;3.39;0.007;0.015;0.020;1;0.000;1;0.000;0;0.002;0;0.002
7505.137;7504.220;2021-08-25T09:15:37.0Z;3;51.6056582;8.0361344;1.3;30221.5;35.0;10;30268.0;0.6;0.8;1.0;12.5;0.10;24749;17708;28;14479;17219;0.57;7.61;3.39;0.009;0.018;0.018;1;0.000;1;0.000;0;0.002;0;0.002
7507.137;7506.217;2021-08-25T09:15:39.0Z;3;51.6056092;8.0358906;1.3;30231.7;29.1;10;30278.2;0.6;0.8;0.7;12.5;0.10;25165;10588;25165;25165;12548;4.04;7.59;3.39;0.008;0.014;0.021;1;0.000;1;0.000;0;0.002;0;0.002
7509.137;7508.213;2021-08-25T09:15:41.0Z;3;51.6055656;8.0356982;1.3;30242.1;22.6;10;30288.5;0.6;1.7;0.9;12.2;0.10;25165;25165;25165;25165;25165;5.72;7.63;3.40;0.007;0.015;0.019;1;0.000;1;0.000;0;0.002;0;0.002
7511.137;7510.211;2021-08-25T09:15:43.0Z;3;51.6055313;8.0355512;1.3;30252.4;16.8;10;30298.8;0.7;2.3;1.3;12.6;0.10;25165;25165;25165;25165;25165;7.40;7.63;3.39;0.007;0.016;0.019;1;0.000;1;0.000;0;0.002;0;0.002
7513.137;7512.207;2021-08-25T09:15:45.0Z;3;51.6054965;8.0354454;1.3;30262.7;14.5;10;30309.2;0.6;2.9;1.8;12.4;0.10;25165;25165;25165;25165;25165;7.40;7.60;3.39;0.007;0.014;0.020;1;0.000;1;0.000;0;0.002;0;0.002
7515.137;7514.204;2021-08-25T09:15:47.0Z;3;51.6054329;8.0353487;1.3;30273.6;20.9;10;30320.1;0.6;3.2;2.2;12.6;0.10;25165;25165;25165;25165;25165;9.09;7.62;3.39;0.007;0.015;0.019;1;0.000;1;0.000;0;0.002;0;0.002
7517.137;7516.202;2021-08-25T09:15:49.0Z;3;51.6053321;8.0352177;1.6;30284.1;30.1;9;30330.6;0.8;3.6;2.5;12.5;0.10;25165;25165;25165;25165;25165;9.09;7.60;3.39;0.009;0.014;0.018;1;0.000;1;0.000;0;0.002;0;0.002
7519.137;7518.198;2021-08-25T09:15:51.0Z;3;51.6052072;8.0350420;1.6;30294.5;35.1;9;30340.9;0.7;3.8;2.8;12.7;0.10;25165;25165;25165;25165;25165;9.09;7.59;3.39;0.008;0.013;0.018;1;0.000;1;0.000;0;0.002;0;0.002
7521.137;7520.195;2021-08-25T09:15:53.0Z;3;51.6050905;8.0348448;1.3;30305.6;32.5;10;30352.1;0.7;4.3;3.1;12.5;0.10;25165;25165;25165;25165;25165;7.40;7.62;3.39;0.008;0.018;0.018;1;0.000;1;0.000;0;0.002;0;0.002
7523.137;7522.193;2021-08-25T09:15:55.0Z;3;51.6050055;8.0346501;1.3;30317.1;27.4;10;30363.5;0.7;4.8;3.5;12.4;0.10;25165;25165;25165;25165;25165;5.72;7.59;3.39;0.008;0.015;0.018;1;0.000;1;0.000;0;0.002;0;0.002
7525.139;7524.190;2021-08-25T09:15:57.0Z;3;51.6049566;8.0344668;1.3;30327.4;22.9;10;30373.8;0.7;5.2;3.8;12.6;0.10;25165;25165;25165;25165;25165;4.04;7.61;3.39;0.008;0.015;0.018;1;0.000;1;0.000;0;0.002;0;0.002
7527.139;7526.188;2021-08-25T09:15:59.0Z;3;51.6049295;8.0343084;1.3;30337.6;18.6;10;30384.1;0.6;5.0;3.9;11.3;0.10;25165;20189;9113;650;4852;2.35;7.61;3.39;0.008;0.014;0.019;1;0.000;1;0.000;0;0.002;0;0.002
7529.139;7528.185;2021-08-25T09:16:01.0Z;3;51.6048875;8.0341819;1.3;30348.8;18.2;10;30395.3;0.8;4.9;3.8;12.5;0.10;7749;6797;16152;23132;4245;0.60;7.63;3.39;0.008;0.015;0.017;1;0.000;1;0.000;0;0.002;0;0.002
7531.139;7530.184;2021-08-25T09:16:03.0Z;3;51.6048140;8.0340819;1.3;30360.5;20.2;10;30406.9;0.8;4.4;3.5;12.5;0.10;2347;8863;21560;6226;4540;0.61;7.60;3.39;0.009;0.013;0.019;1;0.000;1;0.000;0;0.002;0;0.002
7533.139;7532.180;2021-08-25T09:16:05.0Z;3;51.6047221;8.0339942;1.3;30371.8;22.7;10;30418.3;0.7;3.8;3.3;12.4;0.10;20249;6899;11538;3085;11326;0.70;7.62;3.39;0.006;0.014;0.019;1;0.000;1;0.000;0;0.002;0;0.002
7535.139;7534.177;2021-08-25T09:16:07.0Z;3;51.6046168;8.0338756;1.3;30382.8;29.1;10;30429.3;0.9;3.6;3.2;12.3;0.10;25165;5917;1513;21174;6412;0.75;7.62;3.39;0.006;0.013;0.019;1;0.000;1;0.000;0;0.002;0;0.002
7537.139;7536.175;2021-08-25T09:16:09.0Z;3;51.6045110;8.0336823;1.4;30393.5;34.4;9;30439.9;0.9;3.4;3.1;12.4;0.10;25165;3560;2990;13804;6807;0.78;7.62;3.39;0.008;0.012;0.018;1;0.000;1;0.000;0;0.002;0;0.002
7539.139;7538.171;2021-08-25T09:16:11.0Z;3;51.6044436;8.0334520;1.3;30404.4;29.8;10;30450.9;0.7;3.3;3.0;12.1;0.10;25165;20177;10764;2209;6515;0.86;7.64;3.39;0.007;0.014;0.016;1;0.000;1;0.000;0;0.002;0;0.002
7541.139;7540.168;2021-08-25T09:16:13.0Z;3;51.6044300;8.0332579;1.3;30414.9;21.0;10;30461.3;0.7;2.9;2.8;12.2;0.10;25165;12360;25165;25165;2330;1.99;7.62;3.39;0.006;0.013;0.016;1;0.000;1;0.000;0;0.002;0;0.002
7543.139;7542.166;2021-08-25T09:16:15.0Z;3;51.6044349;8.0331165;1.3;30425.4;15.5;10;30471.9;0.7;3.1;3.0;12.6;0.10;25165;25165;25165;25165;25165;5.72;7.60;3.39;0.008;0.012;0.016;1;0.000;1;0.000;0;0.002;0;0.002
7545.139;7544.162;2021-08-25T09:16:17.0Z;3;51.6044140;8.0330069;1.3;30436.2;14.0;10;30482.7;0.9;3.8;3.5;12.6;4.80;25165;25165;25165;25165;25165;9.09;7.61;3.39;0.007;0.012;0.016;1;0.000;1;0.000;0;0.002;0;0.002
7547.139;7546.158;2021-08-25T09:16:19.999Z;3;51.6043683;8.0329329;1.3;30446.8;12.6;10;30493.3;0.7;4.4;4.0;12.5;1.05;25165;25165;25165;25165;25165;9.09;7.61;3.39;0.006;0.014;0.017;1;0.000;1;0.000;0;0.002;0;0.002
7549.139;7548.155;2021-08-25T09:16:21.0Z;3;51.6043133;8.0328785;1.6;30457.7;14.0;9;30504.2;0.9;4.8;4.2;12.3;0.10;25165;25165;25165;25165;25165;7.40;7.61;3.39;0.006;0.012;0.017;1;0.000;1;0.000;0;0.002;0;0.002
7551.139;7550.153;2021-08-25T09:16:23.0Z;3;51.6042496;8.0327832;1.3;30468.8;20.7;10;30515.3;0.8;4.8;4.2;12.3;0.10;25165;14704;25165;22505;15885;2.35;7.60;3.39;0.006;0.012;0.018;1;0.000;1;0.000;0;0.002;0;0.002
7553.140;7552.150;2021-08-25T09:16:25.0Z;3;51.6041810;8.0326267;1.3;30480.0;25.5;10;30526.5;0.8;4.4;4.1;12.3;0.10;8632;9156;324;12122;1393;0.76;7.63;3.39;0.007;0.014;0.016;1;0.000;1;0.000;0;0.002;0;0.002
7555.139;7554.148;2021-08-25T09:16:27.0Z;3;51.6041371;8.0324498;1.3;30491.7;22.6;10;30538.1;0.8;3.6;3.7;12.1;0.10;12971;19874;2099;921;22925;0.65;7.61;3.39;0.006;0.013;0.018;1;0.000;1;0.000;0;0.002;0;0.002
7557.140;7556.145;2021-08-25T09:16:29.0Z;3;51.6041495;8.0322767;1.3;30502.3;22.4;10;30548.8;0.8;3.4;3.3;12.3;0.10;2061;706;20581;12324;21942;0.72;7.63;3.39;0.007;0.014;0.015;1;0.000;1;0.000;0;0.002;0;0.002
7559.140;7558.141;2021-08-25T09:16:31.0Z;3;51.6041896;8.0321146;1.3;30512.8;20.6;10;30559.3;0.8;3.1;3.0;12.2;0.10;12957;14170;18510;8878;24199;0.59;7.62;3.39;0.007;0.012;0.018;1;0.000;1;0.000;0;0.002;0;0.002
7561.140;7561.136;2021-08-25T09:16:33.0Z;3;51.6041965;8.0319774;1.3;30524.5;15.3;10;30571.0;0.8;2.8;2.7;12.2;0.10;5993;20366;1117;5933;4640;0.62;7.62;3.39;0.006;0.013;0.015;1;0.000;1;0.000;0;0.002;0;0.002
7563.140;7563.132;2021-08-25T09:16:35.0Z;3;51.6041740;8.0318898;1.3;30535.6;9.3;10;30582.0;1.1;2.8;2.6;12.1;0.10;25165;9264;10761;4761;16539;0.78;7.63;3.39;0.004;0.014;0.017;1;0.000;1;0.000;0;0.002;0;0.002
7565.140;7565.130;2021-08-25T09:16:37.0Z;3;51.6041438;8.0318480;1.3;30545.6;8.2;10;30592.0;0.8;2.6;2.4;13.0;0.10;25165;25165;25165;25165;25165;5.72;7.61;3.39;0.006;0.012;0.019;1;0.000;1;0.000;0;0.002;0;0.002
7567.140;7567.127;2021-08-25T09:16:39.0Z;3;51.6041011;8.0317787;1.3;30556.1;16.2;10;30602.6;0.8;3.2;2.9;12.5;21.82;25165;25165;25165;25165;25165;9.09;7.61;3.39;0.007;0.011;0.015;1;0.000;1;0.000;0;0.002;0;0.002
7569.140;7569.123;2021-08-25T09:16:41.0Z;3;51.6040496;8.0316317;1.3;30567.1;24.2;10;30613.6;0.9;4.0;3.5;12.1;3.36;25165;25165;25165;25165;25165;9.09;7.63;3.39;0.007;0.012;0.015;1;0.000;1;0.000;0;0.002;0;0.002
7571.140;7571.122;2021-08-25T09:16:43.0Z;3;51.6040064;8.0314411;1.3;30578.3;25.8;10;30624.8;0.9;4.5;3.9;12.0;0.10;25165;25165;25165;25165;25165;5.72;7.63;3.39;0.006;0.014;0.014;1;0.000;1;0.000;0;0.002;0;0.002
7573.140;7573.118;2021-08-25T09:16:45.0Z;3;51.6039843;8.0312316;1.3;30588.4;27.3;10;30634.9;0.9;4.4;3.9;11.2;0.10;25165;4642;10167;2202;16244;2.35;7.63;3.39;0.006;0.011;0.014;1;0.000;1;0.000;0;0.002;0;0.002
7575.140;7575.115;2021-08-25T09:16:47.0Z;3;51.6039839;8.0310137;1.3;30598.9;26.6;10;30645.4;1.1;4.2;3.4;11.9;0.10;17476;7976;9760;4945;17219;0.56;7.62;3.39;0.005;0.012;0.017;1;0.000;1;0.000;0;0.002;0;0.002
7577.140;7577.112;2021-08-25T09:16:49.0Z;3;51.6039941;8.0308305;1.3;30609.8;19.8;10;30656.3;1.2;3.4;3.1;12.0;0.10;20528;15448;21067;13597;20956;0.57;7.63;3.39;0.007;0.011;0.018;1;0.000;1;0.000;0;0.002;0;0.002
7579.140;7579.108;2021-08-25T09:16:51.0Z;3;51.6040099;8.0307133;1.3;30621.1;11.1;10;30667.6;0.9;3.2;3.0;11.8;0.10;5293;23116;23033;3374;312;0.60;7.62;3.39;0.006;0.010;0.017;1;0.000;1;0.000;0;0.002;0;0.002
7581.162;7581.104;2021-08-25T09:16:54.0Z;3;51.6039968;8.0306300;1.3;30636.6;8.5;10;30683.1;1.1;3.2;2.8;11.8;0.10;18368;507;5733;18316;20858;0.59;7.63;3.39;0.006;0.011;0.017;1;0.000;1;0.000;0;0.002;0;0.002
7583.162;7583.100;2021-08-25T09:16:56.0Z;3;51.6039551;8.0305620;1.3;30647.3;13.9;10;30693.7;1.1;2.8;2.6;11.9;0.10;18674;2869;13798;13896;5624;0.66;7.64;3.39;0.005;0.012;0.017;1;0.000;1;0.000;0;0.002;0;0.002
7585.162;7585.095;2021-08-25T09:16:58.0Z;3;51.6039197;8.0304521;1.3;30658.6;16.6;10;30705.1;0.9;2.7;2.5;11.8;0.10;25165;7983;1122;15767;12211;0.71;7.63;3.39;0.006;0.011;0.016;1;0.000;1;0.000;0;0.002;0;0.002
7587.162;7587.091;2021-08-25T09:17:00.0Z;3;51.6038934;8.0303065;1.3;30669.8;21.2;10;30716.3;0.9;2.6;1.9;11.8;0.10;25165;25165;25165;25165;25165;4.04;7.64;3.39;0.006;0.013;0.014;1;0.000;1;0.000;0;0.002;0;0.002
7589.162;7589.087;2021-08-25T09:17:02.0Z;3;51.6038789;8.0301182;1.3;30679.9;25.7;10;30726.4;1.1;3.2;2.7;12.4;0.10;25165;25165;25165;25165;25165;7.40;7.64;3.39;0.006;0.013;0.014;1;0.000;1;0.000;0;0.002;0;0.002
7591.162;7591.085;2021-08-25T09:17:04.0Z;3;51.6038995;8.0299267;1.3;30690.7;22.5;10;30737.2;1.2;3.4;3.3;12.2;13.48;25165;25165;25165;25165;25165;9.09;7.63;3.39;0.005;0.010;0.015;1;0.000;1;0.000;0;0.002;0;0.002
7593.162;7593.082;2021-08-25T09:17:06.0Z;3;51.6039547;8.0298090;1.3;30702.1;15.7;10;30748.6;1.2;4.3;3.8;11.9;0.41;25165;25165;25165;25165;25165;9.09;7.63;3.39;0.007;0.011;0.015;1;0.000;1;0.000;0;0.002;0;0.002
7595.163;7595.078;2021-08-25T09:17:08.0Z;3;51.6040070;8.0297731;1.3;30712.8;8.0;10;30759.2;1.2;4.8;4.1;11.8;0.10;25165;25165;25165;25165;25165;4.04;7.60;3.39;0.006;0.009;0.014;1;0.000;1;0.000;0;0.002;0;0.002
7597.162;7597.074;2021-08-25T09:17:10.0Z;3;51.6040320;8.0297614;1.3;30723.0;4.3;10;30769.5;1.1;4.5;4.1;11.8;0.10;17684;20070;5046;3376;6605;0.95;7.64;3.39;0.005;0.014;0.014;1;0.000;1;0.000;0;0.002;0;0.002
7599.162;7599.070;2021-08-25T09:17:12.0Z;3;51.6040573;8.0297128;1.3;30734.7;12.0;10;30781.1;1.2;3.8;3.7;11.8;0.10;25165;13388;12130;20978;13687;0.74;7.64;3.39;0.005;0.009;0.014;1;0.000;1;0.000;0;0.002;0;0.002
7601.162;7601.068;2021-08-25T09:17:14.0Z;3;51.6041029;8.0296097;1.3;30746.4;18.9;10;30792.9;1.2;3.6;3.5;11.7;0.10;2551;2573;625;22351;17322;0.74;7.64;3.39;0.005;0.011;0.015;1;0.000;1;0.000;0;0.002;0;0.002
7603.162;7603.064;2021-08-25T09:17:16.0Z;3;51.6041383;8.0294592;1.3;30756.8;20.5;10;30803.3;1.1;3.3;3.2;11.7;0.10;24377;8276;1708;23431;8671;0.60;7.64;3.39;0.006;0.010;0.013;1;0.000;1;0.000;0;0.002;0;0.002
